date,team,o:team,site,field goals attempted,field goals made,field goal %,free throws attempted,free throws made,free throw %,three pointers attempted,three pointers made,three point %,assists,blocks,rebounds,steals,turnovers,line,margin,ats outcome,total,ou margin,ou outcome,streak
20191030,Jazz,Clippers,home,80,44,55.00000000000001,16,11,68.75,24,11,45.83333333333333,23,5,36,12,14,-6.0,14,1,215.0,-9.0,U,2
20191030,Clippers,Jazz,away,82,39,47.5609756097561,12,10,83.33333333333334,23,8,34.78260869565217,19,4,36,3,19,6.0,-14,0,215.0,-9.0,U,1
20191030,Kings,Hornets,home,96,44,45.83333333333333,12,9,75.0,46,14,30.434782608695656,26,5,39,11,15,-7.0,-7,0,223.5,5.5,O,-4
20191030,Hornets,Kings,away,84,46,54.761904761904766,14,10,71.42857142857143,32,16,50.0,30,3,46,8,20,7.0,7,0,223.5,5.5,O,-3
20191030,Magic,Knicks,home,88,37,42.04545454545455,12,9,75.0,32,12,37.5,24,6,52,5,7,-9.5,12,1,207.5,-29.5,U,-2
20191030,Knicks,Magic,away,82,31,37.80487804878049,20,14,70.0,31,7,22.58064516129032,19,10,44,1,11,9.5,-12,0,207.5,-29.5,U,1
20191030,Nets,Pacers,home,93,41,44.086021505376344,26,16,61.53846153846154,31,10,32.25806451612903,21,5,54,6,19,-3.0,-10,0,220.5,5.5,O,-1
20191030,Pacers,Nets,away,96,45,46.875,20,17,85.0,26,11,42.30769230769231,25,2,41,9,9,3.0,10,1,220.5,5.5,O,-3
20191030,Raptors,Pistons,home,86,51,59.30232558139535,12,10,83.33333333333334,27,13,48.148148148148145,30,2,34,12,14,-9.0,12,1,212.0,26.0,O,2
20191030,Pistons,Raptors,away,88,41,46.590909090909086,23,17,73.91304347826086,30,14,46.666666666666664,30,1,42,5,20,9.0,-12,0,212.0,26.0,O,1
20191030,Seventysixers,Timberwolves,home,92,43,46.73913043478261,28,22,78.57142857142857,25,9,36.0,24,6,56,14,22,-7.0,22,1,222.5,-10.5,U,3
20191030,Timberwolves,Seventysixers,away,81,32,39.50617283950617,28,21,75.0,35,10,28.57142857142857,12,6,34,13,21,7.0,-22,0,222.5,-10.5,U,3
20191030,Thunder,Trailblazers,home,84,33,39.285714285714285,37,29,78.37837837837837,27,4,14.814814814814813,15,2,55,8,18,2.0,-3,0,221.5,-20.5,U,-1
20191030,Trailblazers,Thunder,away,86,34,39.53488372093023,24,17,70.83333333333334,35,17,48.57142857142857,19,8,49,9,17,-2.0,3,1,221.5,-20.5,U,-1
20191030,Warriors,Suns,home,82,36,43.90243902439025,36,30,83.33333333333334,28,8,28.57142857142857,24,6,41,8,16,-5.0,-11,0,230.5,0.5,O,1
20191030,Suns,Warriors,away,96,44,45.83333333333333,21,18,85.71428571428571,36,15,41.66666666666667,33,4,47,10,16,5.0,11,1,230.5,0.5,O,-1
20191030,Wizards,Rockets,home,91,57,62.637362637362635,29,24,82.75862068965517,36,20,55.55555555555556,31,4,40,6,19,8.0,-1,0,234.0,83.0,O,-1
20191030,Rockets,Wizards,away,103,55,53.398058252427184,33,26,78.78787878787878,54,23,42.592592592592595,34,4,44,10,13,-8.0,1,1,234.0,83.0,O,2
20191031,Clippers,Spurs,home,91,39,42.857142857142854,27,20,74.07407407407408,26,5,19.230769230769234,16,1,48,8,11,-5.0,6,1,226.0,-26.0,U,-1
20191031,Spurs,Clippers,away,80,36,45.0,27,18,66.66666666666666,21,7,33.33333333333333,15,5,48,6,18,5.0,-6,0,226.0,-26.0,U,3
20191031,Hawks,Heat,home,88,36,40.909090909090914,26,18,69.23076923076923,34,7,20.588235294117645,20,5,50,5,16,6.5,-9,0,215.0,-12.0,U,-2
20191031,Heat,Hawks,away,84,40,47.61904761904761,19,12,63.1578947368421,37,14,37.83783783783784,29,9,41,12,13,-6.5,9,1,215.0,-12.0,U,1
20191031,Pelicans,Nuggets,home,77,41,53.246753246753244,32,25,78.125,33,15,45.45454545454545,30,4,37,7,15,4.0,15,1,225.5,3.5,O,-4
20191031,Nuggets,Pelicans,away,89,43,48.31460674157304,16,14,87.5,26,7,26.923076923076923,24,3,35,5,14,-4.0,-15,0,225.5,3.5,O,-1
20191101,Bulls,Pistons,home,89,39,43.82022471910113,23,18,78.26086956521739,40,16,40.0,29,1,42,6,17,-3.5,6,1,217.0,1.0,O,-3
20191101,Pistons,Bulls,away,85,41,48.23529411764706,24,18,75.0,29,6,20.689655172413794,21,8,47,11,16,3.5,-6,0,217.0,1.0,O,-1
20191101,Celtics,Knicks,home,74,33,44.5945945945946,29,27,93.10344827586206,34,11,32.35294117647059,21,4,44,7,14,-10.5,2,1,212.5,-6.5,U,3
20191101,Knicks,Celtics,away,93,37,39.784946236559136,21,14,66.66666666666666,38,14,36.84210526315789,22,4,51,9,13,10.5,-2,0,212.5,-6.5,U,-1
20191101,Kings,Jazz,home,84,41,48.80952380952381,17,12,70.58823529411765,29,8,27.586206896551722,15,3,38,8,16,5.0,1,0,213.0,-10.0,U,-5
20191101,Jazz,Kings,away,73,35,47.94520547945205,27,20,74.07407407407408,28,11,39.285714285714285,18,4,36,12,17,-5.0,-1,1,213.0,-10.0,U,3
20191101,Magic,Bucks,home,91,34,37.362637362637365,17,11,64.70588235294117,37,12,32.432432432432435,21,3,40,8,16,4.5,-32,0,215.0,-1.0,U,1
20191101,Bucks,Magic,away,93,47,50.53763440860215,18,12,66.66666666666666,47,17,36.17021276595745,24,4,58,11,13,-4.5,32,1,215.0,-1.0,U,-1
20191101,Mavericks,Lakers,home,102,40,39.21568627450981,23,16,69.56521739130434,36,14,38.88888888888889,23,1,61,5,22,2.0,-9,0,216.5,12.5,O,1
20191101,Lakers,Mavericks,away,96,47,48.95833333333333,21,16,76.19047619047619,32,9,28.125,24,7,41,11,11,-2.0,9,1,216.5,12.5,O,3
20191101,Nets,Rockets,home,85,42,49.411764705882355,28,20,71.42857142857143,32,19,59.375,26,7,55,8,20,3.5,7,1,240.5,-1.5,U,-2
20191101,Rockets,Nets,away,99,41,41.41414141414141,27,22,81.48148148148148,48,12,25.0,21,4,40,13,12,-3.5,-7,0,240.5,-1.5,U,3
20191101,Pacers,Cavaliers,home,96,39,40.625,21,19,90.47619047619048,27,5,18.51851851851852,20,10,57,8,12,-7.5,7,1,211.0,-14.0,U,1
20191101,Cavaliers,Pacers,away,87,32,36.7816091954023,25,20,80.0,32,11,34.375,20,1,46,8,16,7.5,-7,0,211.0,-14.0,U,1
20191101,Warriors,Spurs,home,84,39,46.42857142857143,21,19,90.47619047619048,28,13,46.42857142857143,25,2,39,4,11,7.0,-17,0,223.0,14.0,O,-1
20191101,Spurs,Warriors,away,93,44,47.31182795698925,30,26,86.66666666666667,35,13,37.142857142857146,23,2,52,4,11,-7.0,17,1,223.0,14.0,O,-1
20191102,Bucks,Raptors,home,89,41,46.06741573033708,25,20,80.0,38,13,34.21052631578947,30,7,51,4,11,-5.5,10,1,224.0,-4.0,U,1
20191102,Raptors,Bucks,away,84,34,40.476190476190474,25,22,88.0,36,15,41.66666666666667,24,6,42,5,13,5.5,-10,0,224.0,-4.0,U,3
20191102,Grizzlies,Suns,home,86,42,48.837209302325576,19,12,63.1578947368421,28,9,32.142857142857146,26,8,46,9,20,3.0,-9,0,221.5,-2.5,U,-1
20191102,Suns,Grizzlies,away,88,44,50.0,16,12,75.0,34,14,41.17647058823529,26,2,32,9,17,-3.0,9,1,221.5,-2.5,U,1
20191102,Magic,Nuggets,home,86,37,43.02325581395349,11,7,63.63636363636363,29,6,20.689655172413794,22,7,47,8,15,4.0,-4,0,200.0,-22.0,U,-1
20191102,Nuggets,Magic,away,73,27,36.986301369863014,39,28,71.7948717948718,28,9,32.142857142857146,15,3,41,8,13,-4.0,4,1,200.0,-22.0,U,-2
